"Sp","Betacov.2021","R.Alb.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","Rank.2020","PropRank.2020","InSample.2020"
"Myotis punicus",1,0.0618446139180172,189.1,0.332215426383713,1,0,0.0550524308865586,361,0.62481330307872,1
"Arvicanthis ansorgei",0,0.332221163012393,1394,0.332221163012393,0,0,0.325548141086749,1366,0.325548141086749,0
"Genetta angolensis",0,0.332221163012393,1394,0.332221163012393,0,0,0.362368922783603,1520.5,0.362368922783603,0
"Mustela lutreolina",0,0.332221163012393,1394,0.332221163012393,0,0,0.402168732125834,1687.5,0.402168732125834,0
"Microtus oeconomus",0,0.352955195424214,443,0.333145972297788,1,0,0.322807435653003,413.1,0.324089344025018,1
"Niviventer excelsior",0,0.333174451858913,1398,0.333174451858913,0,0,0.303503336510963,1273.5,0.303503336510963,0
"Rattus hoffmanni",0,0.333174451858913,1398,0.333174451858913,0,0,0.315300285986654,1323,0.315300285986654,0
"Suncus malayanus",0,0.333174451858913,1398,0.333174451858913,0,0,0.482125834127741,2023,0.482125834127741,0
"Aethomys nyikae",0,0.334008579599619,1401.5,0.334008579599619,0,0,0.323879885605338,1359,0.323879885605338,0
"Rattus villosissimus",0,0.334008579599619,1401.5,0.334008579599619,0,0,0.304814108674929,1279,0.304814108674929,0
"Sundasciurus tenuis",0,0.334008579599619,1401.5,0.334008579599619,0,0,0.372020972354623,1561,0.372020972354623,0
"Tadarida teniotis",1,0.0731649189704481,198.6,0.334497953153406,1,0,0.0458770257387989,305.2,0.555231743175929,1
"Crocidura fulvastra",0,0.334604385128694,1404,0.334604385128694,0,0,0.416110581506196,1746,0.416110581506196,0
"Mus phillipsi",0,0.334961868446139,1405.5,0.334961868446139,0,0,0.315300285986654,1323,0.315300285986654,0
"Rattus praetor",0,0.335319351763584,1407,0.335319351763584,0,0,0.312082936129647,1309.5,0.312082936129647,0
"Lophuromys nudicaudus",0,0.33591515729266,1409.5,0.33591515729266,0,0,0.351882745471878,1476.5,0.351882745471878,0
"Mastomys kollmannspergeri",0,0.33591515729266,1409.5,0.33591515729266,0,0,0.313036224976168,1313.5,0.313036224976168,0
"Maxomys ochraceiventer",0,0.336510962821735,1412,0.336510962821735,0,0,0.325548141086749,1366,0.325548141086749,0
"Otomys typus",0,0.336510962821735,1412,0.336510962821735,0,0,0.316253574833174,1327,0.316253574833174,0
"Vulpes ferrilata",0,0.336510962821735,1412,0.336510962821735,0,0,0.322807435653003,1354.5,0.322807435653003,0
"Lophuromys sikapusi",0,0.272521448999047,385.1,0.336833886499909,1,0,0.271091515729266,377.6,0.33194531808819,1
"Berylmys mackenziei",0,0.33710676835081,1414.5,0.33710676835081,0,0,0.309342230695901,1298,0.309342230695901,0
"Pteropus poliocephalus",0,0.123927550047664,287.3,0.33740978403256,1,0,0.118684461391802,263.5,0.313828129454468,1
"Aselliscus stoliczkanus",1,0.0419447092469018,273.25,0.337511391900561,1,1,0.038489037178265,289.75,0.371168566659048,1
"Acomys spinosissimus",0,0.337702573879886,1417,0.337702573879886,0,0,0.325548141086749,1366,0.325548141086749,0
"Mus mattheyi",0,0.337702573879886,1417,0.337702573879886,0,0,0.318517635843661,1336.5,0.318517635843661,0
"Okapia johnstoni",0,0.338298379408961,1419.5,0.338298379408961,0,0,0.430052430886559,1804.5,0.430052430886559,0
"Sorex caecutiens",0,0.338298379408961,1419.5,0.338298379408961,0,0,0.332936129647283,1397,0.332936129647283,0
"Hipposideros pratti",1,0.0524308865586273,187.2,0.338574439153593,1,1,0.0375357483317445,191.9,0.362152958096264,1
"Rhabdomys pumilio",0,0.338655862726406,1421,0.338655862726406,0,0,0.327097235462345,1372.5,0.327097235462345,0
"Sigmodon hispidus",0,0.676835081029552,676.6,0.33866457745715,1,0,0.629408960915157,625.4,0.314738686029791,1
"Crossarchus platycephalus",0,0.339013346043851,1422.5,0.339013346043851,0,0,0.438632030505243,1840.5,0.438632030505243,0
"Stenocephalemys albipes",0,0.339013346043851,1422.5,0.339013346043851,0,0,0.304814108674929,1279,0.304814108674929,0
"Erinaceus europaeus",1,0.304218303145853,504.875,0.339069585854592,1,1,0.292897998093422,496.375,0.346637393863567,1
"Madoqua kirkii",0,0.339609151572927,1425,0.339609151572927,0,0,0.38417540514776,1612,0.38417540514776,0
"Paracynictis selousi",0,0.339609151572927,1425,0.339609151572927,0,0,0.409795042897998,1719.5,0.409795042897998,0
"Rhynchogale melleri",0,0.339609151572927,1425,0.339609151572927,0,0,0.352359389895138,1478.5,0.352359389895138,0
"Rhinolophus euryale",1,0.0474261201143947,184.8,0.339995891990857,1,1,0.0197807435653003,168.3,0.346348436016215,1
"Callosciurus caniceps",0,0.340085795996187,1427,0.340085795996187,0,0,0.454480457578646,1907,0.454480457578646,0
"Suncus murinus",0,0.232602478551001,360.1,0.340538917988014,1,0,0.224737845567207,335.8,0.318590077013524,1
"Apodemus alpicola",0,0.340681601525262,1429.5,0.340681601525262,0,0,0.309699714013346,1299.5,0.309699714013346,0
"Callosciurus finlaysonii",0,0.340681601525262,1429.5,0.340681601525262,0,0,0.463298379408961,1944,0.463298379408961,0
"Praomys misonnei",0,0.340681601525262,1429.5,0.340681601525262,0,0,0.332340324118208,1394.5,0.332340324118208,0
"Scutisorex somereni",0,0.340681601525262,1429.5,0.340681601525262,0,0,0.417778836987607,1753,0.417778836987607,0
"Lemniscomys rosalia",0,0.341396568160153,1432.5,0.341396568160153,0,0,0.316253574833174,1327,0.316253574833174,0
"Didelphis virginiana",0,NA,193.375,0.341756578227242,1,0,NA,182.625,0.331276018301121,1
"Hipposideros ruber",1,0.0806720686367969,209.3,0.342024873371425,1,1,0.100810295519542,239,0.366357163308472,1
"Epomops franqueti",1,0.0296711153479504,177.2,0.342106480394737,1,1,0.0411105815061964,188.8,0.350609206369323,1
"Genetta johnstoni",0,0.342111534795043,1435.5,0.342111534795043,0,0,0.407888465204957,1711.5,0.407888465204957,0
"Heimyscus fumosus",0,0.342111534795043,1435.5,0.342111534795043,0,0,0.346639656816015,1454.5,0.346639656816015,0
"Otomys angoniensis",0,0.342111534795043,1435.5,0.342111534795043,0,0,0.323879885605338,1359,0.323879885605338,0
"Paraechinus aethiopicus",0,0.342111534795043,1435.5,0.342111534795043,0,0,0.342111534795043,1435.5,0.342111534795043,0
"Dama dama",0,0.276572926596759,476.75,0.34249563235578,1,0,0.264656816015253,450.875,0.325130733809956,1
"Grammomys macmillani",0,0.342707340324118,1438,0.342707340324118,0,0,0.324714013346044,1362.5,0.324714013346044,0
"Nyctereutes procyonoides",1,0.21234509056244,302.8,0.342748365478111,1,1,0.162535748331745,272.1,0.35053064116887,1
"Myodes rutilus",0,0.380838894184938,469.4,0.342843591170812,1,0,0.346639656816015,432.3,0.327729027694241,1
"Pelomys campanae",0,0.343064823641563,1439.5,0.343064823641563,0,0,0.343064823641563,1439.5,0.343064823641563,0
"Lariscus insignis",0,0.343422306959009,1441,0.343422306959009,0,0,0.444113441372736,1863.5,0.444113441372736,0
"Bunomys chrysocomus",0,0.343660629170639,1442,0.343660629170639,0,0,0.334008579599619,1401.5,0.334008579599619,0
"Pteropus vampyrus",0,0.00714966634890372,206.2,0.343835428008741,1,0,0.0148951382268827,194.4,0.325494774982079,1
"Hipposideros galeritus",1,0.0409914204003813,277.5,0.344484608150469,1,1,0.0550524308865586,312.625,0.383055893959361,1
"Diplogale hosei",0,0.344494756911344,1445.5,0.344494756911344,0,0,0.390610104861773,1639,0.390610104861773,0
"Grammomys cometes",0,0.344494756911344,1445.5,0.344494756911344,0,0,0.315300285986654,1323,0.315300285986654,0
"Herpestes smithii",0,0.344494756911344,1445.5,0.344494756911344,0,0,0.39454242135367,1655.5,0.39454242135367,0
"Lepus microtis",0,0.344494756911344,1445.5,0.344494756911344,0,0,0.406220209723546,1704.5,0.406220209723546,0
"Mastomys coucha",0,0.344494756911344,1445.5,0.344494756911344,0,0,0.319947569113441,1342.5,0.319947569113441,0
"Prionailurus viverrinus",0,0.344494756911344,1445.5,0.344494756911344,0,0,0.431839847473785,1812,0.431839847473785,0
"Hipposideros gigas",1,0.118088655862726,237.3,0.344837861146281,1,0,0.135009532888465,444.7,0.664185005169242,1
"Panthera leo",0,0.283007626310772,484.5,0.345478404723195,1,0,0.301477597712107,489.75,0.334688041910226,1
"Desmomys harringtoni",0,0.34556720686368,1450,0.34556720686368,0,0,0.314585319351764,1320,0.314585319351764,0
"Praomys derooi",0,0.34556720686368,1450,0.34556720686368,0,0,0.341515729265968,1433,0.341515729265968,0
"Cephalophus ogilbyi",0,0.34604385128694,1452,0.34604385128694,0,0,0.477716873212583,2004.5,0.477716873212583,0
"Mus baoulei",0,0.3465204957102,1454,0.3465204957102,0,0,0.33710676835081,1414.5,0.33710676835081,0
"Acomys russatus",0,0.347592945662536,1458.5,0.347592945662536,0,0,0.314585319351764,1320,0.314585319351764,0
"Atelerix algirus",0,0.347592945662536,1458.5,0.347592945662536,0,0,0.338298379408961,1419.5,0.338298379408961,0
"Episoriculus leucops",0,0.347592945662536,1458.5,0.347592945662536,0,0,0.399428026692088,1676,0.399428026692088,0
"Hylomyscus carillus",0,0.347592945662536,1458.5,0.347592945662536,0,0,0.332936129647283,1397,0.332936129647283,0
"Maxomys musschenbroekii",0,0.347592945662536,1458.5,0.347592945662536,0,0,0.332340324118208,1394.5,0.332340324118208,0
"Lemniscomys linulus",0,0.348665395614871,1463,0.348665395614871,0,0,0.354504289799809,1487.5,0.354504289799809,0
"Rattus mordax",0,0.348665395614871,1463,0.348665395614871,0,0,0.331625357483317,1391.5,0.331625357483317,0
"Ratufa affinis",0,0.348665395614871,1463,0.348665395614871,0,0,0.390610104861773,1639,0.390610104861773,0
"Capricornis rubidus",0,0.349261201143947,1465.5,0.349261201143947,0,0,0.426239275500477,1788.5,0.426239275500477,0
"Sorex minutissimus",0,0.349261201143947,1465.5,0.349261201143947,0,0,0.36606291706387,1536,0.36606291706387,0
"Eumops glaucinus",1,0.190896091515729,291.4,0.349802429420704,1,1,0.200667302192564,303.3,0.358863775910682,1
"Cricetulus migratorius",0,0.349857006673022,1468,0.349857006673022,0,0,0.321973307912297,1351,0.321973307912297,0
"Grammomys ibeanus",0,0.349857006673022,1468,0.349857006673022,0,0,0.332936129647283,1397,0.332936129647283,0
"Mus indutus",0,0.349857006673022,1468,0.349857006673022,0,0,0.327097235462345,1372.5,0.327097235462345,0
"Giraffa camelopardalis",0,0.294089609151573,496.375,0.350174464345017,1,0,0.300405147759771,489.25,0.337101053064365,1
"Acomys cahirinus",0,0.350333651096282,1470,0.350333651096282,0,0,0.321377502383222,1348.5,0.321377502383222,0
"Anoura geoffroyi",0,0.170877025738799,324.8,0.350808352817877,1,0,0.176120114394662,316.9,0.33971160120155,1
"Bdeogale crassicauda",0,0.351048617731173,1473,0.351048617731173,0,0,0.39454242135367,1655.5,0.39454242135367,0
"Rhinosciurus laticaudatus",0,0.351048617731173,1473,0.351048617731173,0,0,0.419804575786463,1761.5,0.419804575786463,0
"Tamiops swinhoei",0,0.351048617731173,1473,0.351048617731173,0,0,0.334008579599619,1401.5,0.334008579599619,0
"Mops condylurus",1,0.0875834127740705,220.7,0.351099449891187,1,1,0.0874642516682555,229.4,0.365941475664975,1
"Lemniscomys bellieri",0,0.352001906577693,1477,0.352001906577693,0,0,0.369041944709247,1548.5,0.369041944709247,0
"Mesechinus dauuricus",0,0.352001906577693,1477,0.352001906577693,0,0,0.334008579599619,1401.5,0.334008579599619,0
"Paruromys dominator",0,0.352001906577693,1477,0.352001906577693,0,0,0.338298379408961,1419.5,0.338298379408961,0
"Rattus tunneyi",0,0.352001906577693,1477,0.352001906577693,0,0,0.321973307912297,1351,0.321973307912297,0
"Haeromys pusillus",0,0.353551000953289,1483.5,0.353551000953289,0,0,0.341039084842707,1431,0.341039084842707,0
"Epomophorus labiatus",1,0.0363441372735939,187.2,0.35385375038584,1,1,0.0300285986653956,190.6,0.367693781684121,1
"Artibeus obscurus",1,0.187202097235462,411.125,0.353908156480119,1,1,0.19327931363203,418.375,0.362330924504884,1
"Dacnomys millardi",0,0.354146806482364,1486,0.354146806482364,0,0,0.316968541468065,1330,0.316968541468065,0
"Marmota monax",0,0.906101048617731,847,0.35433454542119,1,0,0.92278360343184,851.2,0.34468122016693,1
"Crocidura foetida",0,0.3552192564347,1490.5,0.3552192564347,0,0,0.417778836987607,1753,0.417778836987607,0
"Lemniscomys barbarus",0,0.3552192564347,1490.5,0.3552192564347,0,0,0.318517635843661,1336.5,0.318517635843661,0
"Muntiacus gongshanensis",0,0.3552192564347,1490.5,0.3552192564347,0,0,0.390610104861773,1639,0.390610104861773,0
"Acomys dimidiatus",0,0.3552192564347,1490.5,0.3552192564347,0,0,0.31780266920877,1333.5,0.31780266920877,0
"Cricetulus barabensis",0,0.3552192564347,1490.5,0.3552192564347,0,0,0.318517635843661,1336.5,0.318517635843661,0
"Tamias striatus",0,0.865228789323165,832.7,0.355727614908206,1,0,0.824714013346044,784.3,0.329698952397553,1
"Proechimys semispinosus",0,0.746663489037178,735.4,0.35573258858844,1,0,0.776334604385129,744.5,0.341220639213157,1
"Crocidura voi",0,0.356291706387035,1495,0.356291706387035,0,0,0.411344137273594,1726,0.411344137273594,0
"Gulo gulo",0,0.356291706387035,1495,0.356291706387035,0,0,0.348307912297426,1461.5,0.348307912297426,0
"Mammelomys lanosus",0,0.357125834127741,1498.5,0.357125834127741,0,0,0.348307912297426,1461.5,0.348307912297426,0
"Sorex isodon",0,0.357125834127741,1498.5,0.357125834127741,0,0,0.36606291706387,1536,0.36606291706387,0
"Sundasciurus lowii",0,0.357125834127741,1498.5,0.357125834127741,0,0,0.403598665395615,1693.5,0.403598665395615,0
"Uromys caudimaculatus",0,0.357125834127741,1498.5,0.357125834127741,0,0,0.349857006673022,1468,0.349857006673022,0
"Glauconycteris variegata",1,0.0333651096282174,298.833333333333,0.357338358068036,1,0,0.0287178265014299,120.5,0.0287178265014299,0
"Redunca arundinum",0,0.293732125834128,501.5,0.357627319807882,1,0,0.305648236415634,502.25,0.34897520551002,1
"Sorex coronatus",0,0.357721639656816,1501,0.357721639656816,0,0,0.343064823641563,1439.5,0.343064823641563,0
"Niviventer confucianus",1,0.259294566253575,476.5,0.357851603404977,1,1,0.245471877979028,523.125,0.445801600802901,1
"Lenomys meyeri",0,0.357959961868446,1502,0.357959961868446,0,0,0.331029551954242,1389,0.331029551954242,0
"Crocidura attila",0,0.358555767397521,1504.5,0.358555767397521,0,0,0.419804575786463,1761.5,0.419804575786463,0
"Genetta abyssinica",0,0.358555767397521,1504.5,0.358555767397521,0,0,0.360581506196378,1513,0.360581506196378,0
"Maxomys hellwaldii",0,0.358555767397521,1504.5,0.358555767397521,0,0,0.360581506196378,1513,0.360581506196378,0
"Proechimys guyannensis",0,0.761558627264061,749.9,0.358624481385914,1,0,0.812559580552908,785.1,0.359819514182693,1
"Mus platythrix",0,0.359151572926597,1507,0.359151572926597,0,0,0.33710676835081,1414.5,0.33710676835081,0
"Bunomys andrewsi",0,0.359747378455672,1509.5,0.359747378455672,0,0,0.352955195424214,1481,0.352955195424214,0
"Petaurista alborufus",0,0.359747378455672,1509.5,0.359747378455672,0,0,0.346639656816015,1454.5,0.346639656816015,0
"Rattus mindorensis",0,0.359747378455672,1509.5,0.359747378455672,0,0,0.319947569113441,1342.5,0.319947569113441,0
"Speothos venaticus",0,0.359747378455672,1509.5,0.359747378455672,0,0,0.406220209723546,1704.5,0.406220209723546,0
"Hipposideros lekaguli",1,0.112607244995234,244.7,0.360225095456299,1,0,0.128455672068637,415.6,0.629634796385558,1
"Chionomys nivalis",0,0.360700667302193,1513.5,0.360700667302193,0,0,0.349857006673022,1468,0.349857006673022,0
"Melomys lutillus",0,0.360700667302193,1513.5,0.360700667302193,0,0,0.334008579599619,1401.5,0.334008579599619,0
"Presbytis femoralis",0,0.360700667302193,1513.5,0.360700667302193,0,0,0.43338894184938,1818.5,0.43338894184938,0
"Vulpes chama",0,0.360700667302193,1513.5,0.360700667302193,0,0,0.360581506196378,1513,0.360581506196378,0
"Rattus steini",0,0.361296472831268,1516,0.361296472831268,0,0,0.335200190657769,1406.5,0.335200190657769,0
"Paguma larvata",1,0.199237368922784,430.25,0.361524023683681,1,1,0.176358436606292,410.625,0.368910954196009,1
"Crocidura jacksoni",0,0.361534795042898,1517,0.361534795042898,0,0,0.388822688274547,1631.5,0.388822688274547,0
"Nectogale elegans",0,0.361773117254528,1518,0.361773117254528,0,0,0.33710676835081,1414.5,0.33710676835081,0
"Sylvilagus audubonii",0,0.810414680648236,784.3,0.36216414559197,1,0,0.802430886558627,767.6,0.348130036492927,1
"Erinaceus amurensis",1,0.302669208770257,517.25,0.362170538759422,1,1,0.279313632030505,545.875,0.436304292836897,1
"Aethomys bocagei",0,0.362368922783603,1520.5,0.362368922783603,0,0,0.345209723546235,1448.5,0.345209723546235,0
"Martes zibellina",0,0.362368922783603,1520.5,0.362368922783603,0,0,0.349857006673022,1468,0.349857006673022,0
"Mesechinus hughi",0,0.362368922783603,1520.5,0.362368922783603,0,0,0.345209723546235,1448.5,0.345209723546235,0
"Pseudohydromys ellermani",0,0.362368922783603,1520.5,0.362368922783603,0,0,0.353789323164919,1484.5,0.353789323164919,0
"Crocidura lasiura",0,0.363203050524309,1524,0.363203050524309,0,0,0.385486177311725,1617.5,0.385486177311725,0
"Genetta piscivora",0,0.363203050524309,1524,0.363203050524309,0,0,0.463298379408961,1944,0.463298379408961,0
"Melomys leucogaster",0,0.363203050524309,1524,0.363203050524309,0,0,0.339370829361296,1424,0.339370829361296,0
"Nyctinomops laticaudatus",1,0.198760724499523,306.8,0.363463268105374,1,1,0.204480457578646,299.7,0.350048942199166,1
"Rhinopoma hardwickii",1,0.111415633937083,246.5,0.363832927090823,1,1,0.0795996186844614,239.2,0.387467140617512,1
"Grammomys buntingi",0,0.364156339370829,1528,0.364156339370829,0,0,0.406220209723546,1704.5,0.406220209723546,0
"Malacomys cansdalei",0,0.364156339370829,1528,0.364156339370829,0,0,0.392635843660629,1647.5,0.392635843660629,0
"Rattus pelurus",0,0.364156339370829,1528,0.364156339370829,0,0,0.323879885605338,1359,0.323879885605338,0
"Rattus sordidus",0,0.364156339370829,1528,0.364156339370829,0,0,0.344256434699714,1444.5,0.344256434699714,0
"Triaenops persicus",1,0.14382745471878,269.3,0.364271335203206,1,1,0.103789323164919,242.1,0.367798039260082,1
"Tamiops rodolphii",0,0.36487130600572,1531,0.36487130600572,0,0,0.469971401334604,1972,0.469971401334604,0
"Rhinolophus cornutus",1,NA,254.333333333333,0.365520798938961,1,1,NA,317.166666666667,0.460465499021187,1
"Arvicanthis nairobae",0,0.36558627264061,1534,0.36558627264061,0,0,0.334008579599619,1401.5,0.334008579599619,0
"Callosciurus prevostii",0,0.36558627264061,1534,0.36558627264061,0,0,0.424571020019066,1781.5,0.424571020019066,0
"Crocidura lepidura",0,0.36558627264061,1534,0.36558627264061,0,0,0.438632030505243,1840.5,0.438632030505243,0
"Lepus sinensis",0,0.36558627264061,1534,0.36558627264061,0,0,0.342111534795043,1435.5,0.342111534795043,0
"Microtus socialis",0,0.36558627264061,1534,0.36558627264061,0,0,0.346639656816015,1454.5,0.346639656816015,0
"Crocidura foxi",0,0.366420400381316,1537.5,0.366420400381316,0,0,0.48963298379409,2054.5,0.48963298379409,0
"Crocidura paradoxura",0,0.366420400381316,1537.5,0.366420400381316,0,0,0.48045757864633,2016,0.48045757864633,0
"Sundasciurus hippurus",0,0.366777883698761,1539,0.366777883698761,0,0,0.438632030505243,1840.5,0.438632030505243,0
"Echiothrix centrosa",0,0.367373689227836,1541.5,0.367373689227836,0,0,0.350929456625357,1472.5,0.350929456625357,0
"Maxomys moi",0,0.367373689227836,1541.5,0.367373689227836,0,0,0.335200190657769,1406.5,0.335200190657769,0
